㠇 ㄐㄧㄡˋ
㠈 ㄖㄨㄣˋ
㠉 ㄊㄨㄥˊ
㠊 ㄑㄩ
㠋 ㄜˋ
㠌 ㄑㄧㄢ
㠍 ㄐㄧˊ
㠎 ㄐㄧㄝˊ
㠏 ㄏㄨㄚˊ
㠐 ㄐㄧㄠˋ
㠑 ㄗㄨㄟˋ
㠒 ㄅㄧㄠ
㠓 ㄇㄥˊ
㠔 ㄅㄞˋ
㠕 ㄨㄟˇ
㠖 ㄧˇ
㠗 ㄠˋ
㠘 ㄩˇ
㠙 ㄧㄠˊ
㠚 ㄉㄨㄟˋ
㠛 ㄨㄛˋ
㠜 ㄋㄧˋ
㠝 ㄘㄨㄢˊ
㠟 ㄌㄧˊ
㠠 ㄌㄩˊ
㠡 ㄋㄧㄠˇ
㠢 ㄏㄨㄞˊ
㠣 ㄌㄧˋ
㠥 ㄌㄩˋ
㠦 ㄈㄥ
㠧 ㄇㄧˇ
㠨 ㄩˋ
㠩 ㄏㄨㄤ
㠪 ㄐㄩˋ
㠭 ㄓㄢˇ
㠮 ㄍㄤ
㠯 ㄧˇ
㠱 ㄑㄧˇ
㠲 ㄅㄧˇ
㠴 ㄖㄣˋ
㠵 ㄏㄨㄤ
㠶 ㄈㄢ
㠷 ㄍㄜˊ
㠸 ㄈㄨ
㠹 ㄐㄧㄝˋ
㠺 ㄇㄧㄠˊ
㠻 ㄒㄧ
㠼 ㄙ
㠽 ㄊㄨㄥˊ
㠾 ㄩㄢ
㠿 ㄘˇ
㡀 ㄅㄧˋ
㡁 ㄎㄨㄚˇ
㡂 ㄌㄧˋ
㡃 ㄏㄨㄤ
㡄 ㄒㄩㄣˊ
㡅 ㄋㄨㄛˇ
㡆 ㄏㄨㄤ
㡇 ㄓㄜˊ
㡈 ㄇㄣˊ
㡉 ㄒㄧㄢˊ
㡊 ㄑㄧㄚˋ
㡋 ㄢ
㡌 ㄇㄠˋ
㡎 ㄕㄢ
㡏 ㄕㄨ
㡐 ㄐㄧㄢ
㡑 ㄑㄧㄠ
㡒 ㄓㄨㄣ
㡓 ㄎㄨㄣ
㡔 ㄇㄡˋ
㡕 ㄧㄥ
㡖 ㄔㄨㄥˊ
㡗 ㄊㄧˊ
㡘 ㄌㄧㄢˊ
㡙 ㄅㄧ
㡚 ㄍㄡ
㡛 ㄏㄨㄤ
㡜 ㄒㄩㄝˇ
㡝 ㄈㄥˋ
㡞 ㄌㄡˊ
㡟 ㄗㄠ
㡠 ㄓㄥˋ
㡡 ㄔㄨˊ
㡢 ㄇㄢˋ
㡣 ㄌㄨㄥˊ
㡥 ㄧㄣˋ
㡦 ㄅㄧㄣ
㡧 ㄓㄥˋ
㡨 ㄑㄧㄢ
㡩 ㄌㄨㄢˊ
㡪 ㄋㄟˊ
㡫 ㄧㄝˋ
㡭 ㄐㄧˋ
㡮 ㄐㄧˊ
㡯 ㄉㄨˋ
㡰 ㄩˇ
㡱 ㄐㄧㄡˇ
㡲 ㄏㄨㄢˊ
㡳 ˙ㄉㄜ
㡴 ㄌㄚ
㡵 ㄌㄧㄥˊ
㡶 ㄓˇ
㡷 ㄅㄣˇ
㡸 ㄓㄚˇ
㡹 ㄐㄩ
㡺 ㄉㄢˋ
㡻 ㄌㄧㄠˋ
㡼 ㄒㄧㄝˋ
㡽 ㄓㄠˋ
㡾 ㄒㄧㄢˋ
㡿 ㄔˋ
㢀 ㄘˋ
㢁 ㄔˇ
㢂 ㄉㄨㄟ
㢃 ㄌㄤˊ
㢄 ㄉㄡˋ
㢅 ㄌㄨㄥˋ
㢆 ㄔㄢˊ
㢈 ㄉㄨㄟ
㢉 ㄔㄚˊ
㢊 ㄞˇ
㢋 ㄔˇ
㢌 ㄜ
㢍 ㄧㄥˇ
㢎 ㄓㄜˊ
㢏 ㄩˇ
㢐 ㄜ
㢑 ㄙㄨㄟ
㢒 ㄔㄚˊ
㢓 ㄓㄤˋ
㢔 ㄗㄨㄥˇ
㢕 ㄩㄥ
㢖 ㄅㄢ
㢗 ㄑㄧㄠˋ
㢘 ㄌㄧㄢˊ
㢙 ㄑㄧㄣˊ
㢚 ㄌㄨˇ
㢛 ㄑㄧㄢ
㢜 ㄎㄤ
㢝 ㄙㄨ
㢞 ㄧˋ
㢟 ㄔㄢ
㢠 ㄐㄩㄥˇ
㢡 ㄐㄧㄤˇ
㢢 ㄅㄧˋ
㢣 ㄑㄧㄥˊ
㢤 ㄗㄞ
㢥 ㄉㄨㄥˋ
㢦 ㄍㄜ
㢧 ㄑㄩㄢˊ
㢨 ㄏㄢˋ
㢩 ㄉㄧˋ
㢪 ㄨ
㢬 ㄏㄨㄥˊ
㢭 ㄊㄠ
㢮 ㄕˇ
㢯 ㄉㄨㄣ
㢰 ㄅㄧˋ
㢲 ㄙㄨㄣˋ
㢳 ㄌㄨˊ
㢴 ㄒㄧ
㢵 ㄒㄧㄝˊ
㢶 ㄅㄧˋ
㢸 ㄅㄧˋ
㢺 ㄒㄧㄢˊ
㢻 ㄖㄨㄟˋ
㢼 ㄅㄧㄝˋ
㢽 ㄦˇ
㢾 ㄐㄩㄢˋ
㣀 ㄓㄣˋ
㣁 ㄅㄟˋ
㣂 ㄜˋ
㣃 ㄩˋ
㣄 ㄑㄩˊ
㣅 ㄗㄢˋ
㣆 ㄇㄧˇ
㣇 ㄉㄧˋ
㣈 ㄙˋ
㣉 ㄍㄨㄥ
㣋 ㄉㄢ
㣌 ㄕㄢˋ
㣍 ㄊㄞˊ
㣎 ㄇㄨˋ
㣏 ㄐㄧㄥˋ
㣐 ㄅㄧㄢˋ
㣑 ㄩㄥˊ
㣒 ㄘㄥˋ
㣓 ㄘㄢˋ
㣔 ㄉㄧㄥ
㣘 ㄑㄩˇ
㣙 ㄉㄧˊ
㣚 ㄊㄨㄥˇ
㣛 ㄊㄚˋ
㣜 ㄒㄧㄥˊ
㣝 ㄙㄨㄥ
㣞 ㄉㄨㄛˊ
㣟 ㄒㄧˋ
㣠 ㄓㄨㄥ
㣢 ㄊㄧˊ
㣣 ㄒㄧㄚˊ
㣤 ㄐㄧㄢˋ
㣥 ㄓˋ
㣦 ㄨㄟ
㣧 ㄧㄣˋ
㣪 ㄏㄨㄢˇ
㣫 ㄉㄨㄥˋ
㣬 ㄑㄧˋ
㣭 ㄗㄨㄥ
㣯 ㄒㄧㄝˋ
㣰 ㄒㄧ
㣱 ㄗㄜˊ
㣲 ㄨㄟ
㣵 ㄊㄚˋ
㣶 ㄓㄢ
㣷 ㄋㄧㄥˋ
㣺 ㄒㄧㄣ
㣻 ㄧˋ
㣼 ㄅㄛ
㣽 ㄕㄨˋ
㣾 ㄔㄚˋ
㣿 ㄉㄧˋ
㤀 ㄨㄤˋ
㤁 ㄊㄧㄢˇ
㤂 ㄐㄧˊ
㤃 ㄈㄤ
㤄 ㄆㄟˋ
㤅 ㄞˋ
㤆 ㄈㄢˋ
㤇 ㄠˋ
㤈 ㄑㄧㄣˋ
㤉 ㄑㄧㄚ
㤊 ㄒㄧㄠˋ
㤋 ㄅㄣˋ
㤌 ㄍㄢ
㤍 ㄑㄧㄠ
㤎 ㄍㄜ
㤏 ㄊㄨㄥˊ
㤐 ㄓㄢ
㤑 ㄧㄡ
㤒 ㄍㄠ
㤓 ㄅㄣˋ
㤔 ㄈㄨˋ
㤕 ㄔㄨˋ
㤖 ㄓㄨˇ
㤗 ㄊㄞˋ
㤘 ㄓㄡˋ
㤙 ㄣ
㤚 ㄏㄤˊ
㤛 ㄖㄣˋ
㤜 ㄒㄩˋ
㤝 ㄔㄨㄥ
㤞 ㄉㄨㄛˊ
㤟 ㄎㄨㄥˇ
㤠 ㄌㄧㄝˋ
㤡 ㄌㄧㄝˋ
㤢 ㄩˋ
㤣 ㄆㄥ
㤤 ㄩˇ
㤥 ㄏㄞˋ
㤦 ㄌㄧˋ
㤧 ㄏㄡˊ
㤨 ㄍㄨㄥˇ
㤩 ㄎㄜˋ
㤪 ㄩㄢ
㤫 ㄉㄜˊ
㤬 ㄏㄨㄟˋ
㤭 ㄐㄧㄠ
㤮 ㄍㄨㄤˋ
㤯 ㄐㄩㄥ
㤰 ㄗㄨㄛˋ
㤱 ㄉㄡˋ
㤲 ㄑㄧㄝˋ
㤳 ㄅㄞˇ
㤴 ㄉㄧㄝˊ
㤵 ㄘˊ
㤶 ㄇㄤˋ
㤷 ㄏㄢ
㤸 ㄒㄧˋ
㤹 ㄑㄧㄡˊ
㤺 ㄏㄨㄤ
㤻 ㄌㄨㄢˇ
㤼 ㄐㄧㄝˊ
㤽 ㄔㄡˊ
㤾 ㄙㄢˋ
㤿 ㄧㄢ
㥀 ㄉㄜˊ
㥁 ㄉㄜˊ
㥂 ㄊㄜˋ
㥃 ㄇㄣ
㥄 ㄌㄧㄥˊ
㥅 ㄕㄡˋ
㥆 ㄊㄨㄟˋ
㥇 ㄘㄢˊ
㥈 ㄉㄧㄝˊ
㥉 ㄔˋ
㥊 ㄆㄥ
㥋 ㄧ
㥌 ㄐㄩˊ
㥍 ㄐㄧˋ
㥎 ㄌㄧˊ
㥏 ㄊㄧㄢˇ
㥐 ㄩㄢ
㥑 ㄧㄡ
㥒 ㄘㄞ
㥓 ㄑㄧ
㥔 ㄩˋ
㥕 ㄌㄧㄢˊ
㥖 ㄘㄨㄥ
㥚 ㄩˇ
㥛 ㄎㄜˋ
㥜 ㄨㄟˋ
㥝 ㄇㄧˇ
㥞 ㄙㄨㄟˋ
㥟 ㄒㄧㄝˊ
㥠 ㄒㄩˇ
㥡 ㄔˋ
㥢 ㄑㄧㄡˊ
㥣 ㄏㄨㄟˋ
㥤 ㄐㄧㄣ
㥥 ㄩˊ
㥦 ㄑㄧㄝˋ
㥧 ㄕㄨㄣˋ
㥨 ㄕㄨㄟˋ
㥩 ㄉㄨㄛˇ
㥪 ㄌㄡˊ
㥫 ㄉㄨㄣ
㥬 ㄆㄤˊ
㥭 ㄕˋ
㥮 ㄔㄠˇ
㥯 ㄐㄧˊ
㥰 ㄙㄠ
㥱 ㄅㄟ
㥲 ㄔㄣ
㥳 ㄩㄢˊ
㥴 ㄧˊ
㥵 ㄏㄨㄣˋ
㥶 ㄏㄢˊ
㥷 ㄑㄧㄝˋ
㥸 ㄇㄧㄣˇ
㥹 ㄈㄣˇ
㥺 ㄏㄜˊ
㥼 ㄧㄢ
㥽 ㄘㄜˋ
㥾 ㄋㄧˋ
㥿 ㄠˋ
㦀 ㄆㄥˊ
㦁 ㄌㄧㄢˇ
㦂 ㄔㄤˊ
㦃 ㄔㄢˇ
㦄 ㄇㄚˊ
㦅 ㄉㄧㄝˊ
㦆 ㄏㄨ
㦇 ㄌㄨˋ
㦉 ㄧˋ
㦊 ㄏㄨㄚˊ
㦋 ㄓㄚ
㦌 ㄏㄨ
㦍 ㄜˋ
㦎 ㄏㄨㄛˋ
㦏 ㄙㄨㄣˇ
㦐 ㄋㄧˋ
㦑 ㄒㄧㄢˋ
㦒 ㄌㄧˊ
㦓 ㄒㄧㄢˋ
㦔 ㄧㄢ
㦕 ㄌㄨㄥˊ
㦖 ㄇㄣˋ
㦗 ㄐㄧㄣ
㦘 ㄐㄧ
㦚 ㄅㄧㄢˇ
㦛 ㄩˇ
㦜 ㄏㄨㄛˋ
㦝 ㄇㄧㄠˇ
㦞 ㄔㄡˊ
㦟 ㄇㄞˊ
㦠 ㄉㄨㄟˋ
㦡 ㄌㄜˋ
㦢 ㄐㄧㄝˊ
㦣 ㄨㄟˋ
㦤 ㄧˋ
㦥 ㄒㄩㄢ
㦦 ㄒㄧˋ
㦧 ㄘㄢˇ
㦨 ㄌㄢˇ
㦩 ㄧㄣˇ
㦪 ㄒㄧㄝˋ
㦫 ㄗㄚ
㦬 ㄌㄨㄛˇ
㦭 ㄌㄧㄥˊ
㦮 ㄑㄧㄢˊ
㦯 ㄏㄨㄛˋ
㦰 ㄐㄧㄢ
㦱 ㄨㄛˇ
㦲 ㄗㄞ
㦳 ㄓˋ
㦴 ㄍㄜˊ
㦵 ㄓㄨ
㦶 ㄉㄧㄝˊ
㦷 ㄩㄥˇ
㦸 ㄐㄧˇ
㦹 ㄧㄤˊ
㦺 ㄖㄨˋ
㦻 ㄒㄧˊ
㦼 ㄕㄨㄤˋ
㦽 ㄩˋ
㦾 ㄧˊ
㦿 ㄏㄨˋ
㧀 ㄐㄧˊ
㧁 ㄏㄜˊ
㧂 ㄊㄧㄢˊ
㧃 ㄕㄡ
㧄 ㄑㄧㄢˇ
㧅 ㄉㄠ
㧆 ㄐㄧㄣ
㧇 ㄇㄠˇ
㧈 ㄧㄣˇ
㧉 ㄍㄞˋ
㧊 ㄅㄚˊ
㧋 ㄒㄩㄢˇ
㧌 ㄇㄠˋ
㧍 ㄅㄥ
㧎 ㄏㄜ
㧏 ㄍㄤ
㧐 ㄙㄨㄥˇ
㧑 ㄏㄨㄟ
㧒 ㄩˋ
㧓 ㄍㄨㄚ
㧔 ㄍㄨㄞˋ
㧕 ㄌㄧㄡˇ
㧖 ㄜˋ
㧗 ㄓˇ
㧘 ㄗˋ
㧙 ㄅㄧˋ
㧚 ㄨㄚˇ
㧛 ㄌㄢˇ
㧝 ㄑㄧㄚˊ
㧞 ㄅㄚˊ
㧟 ㄎㄨㄞˇ
㧡 ㄏㄞˋ
㧢 ㄧㄣ
㧣 ㄓㄨ
㧤 ㄔㄨㄥˋ
㧥 ㄒㄧㄢˇ
㧦 ㄏㄨㄥ
㧧 ㄕㄨ
㧨 ㄑㄧㄡˊ
㧩 ㄆㄟˋ
㧪 ㄍㄨㄟˇ
㧫 ㄅㄨˋ
㧬 ㄍㄨㄥˇ
㧭 ㄍㄨㄥˇ
㧮 ㄏㄨ
㧯 ㄌㄠˇ
㧰 ㄌㄨㄛˋ
㧱 ㄋㄚˊ
㧲 ㄙㄢˇ
㧳 ㄓㄨㄛˋ
㧴 ㄜˇ
㧵 ㄆㄡˊ
㧶 ㄎㄥ
㧷 ㄊㄨㄣˋ
㧸 ㄆㄥ
㧹 ㄊㄜˋ
㧺 ㄊㄚˋ
㧻 ㄓㄨㄛˊ
㧼 ㄅㄧㄠˇ
㧽 ㄍㄨˋ
㧾 ㄏㄨ
㧿 ㄔㄨㄤ
㨀 ㄅㄧㄥˇ
㨁 ㄓˋ
㨂 ㄉㄨㄥˇ
㨃 ㄉㄨㄟˇ
㨄 ㄓㄠˋ
㨅 ㄖㄨㄟˋ
㨆 ㄌㄧㄣˇ
㨇 ㄆㄢˊ
㨈 ㄐㄧˇ
㨉 ㄇㄧㄣˊ
㨊 ㄉㄨㄛˋ
㨋 ㄓㄜˇ
㨌 ㄍㄡˋ
㨍 ㄅㄤ
㨎 ㄖㄨㄢˊ
㨏 ㄊㄢ
㨐 ㄅㄨˇ
㨑 ㄗㄨㄥ
㨒 ㄎㄨㄟ
㨓 ㄌㄠˊ
㨔 ㄏㄢˋ
㨕 ㄧㄥˊ
㨖 ㄓˋ
㨗 ㄐㄧㄝˊ
㨘 ㄒㄧㄥˇ
㨙 ㄒㄧˋ
㨚 ㄙㄨㄣˇ
㨛 ㄕㄢˇ
㨜 ㄑㄧㄢˊ
㨝 ㄒㄧㄝˋ
㨞 ㄙㄨˋ
㨟 ㄏㄞˊ
㨠 ㄇㄧㄢˇ
㨡 ㄏㄨㄣˊ
㨢 ㄆㄧ
㨣 ㄩㄥ
㨤 ㄎㄨㄞ
㨥 ㄋㄚˋ
㨦 ㄙㄨㄥˇ
㨧 ㄅㄣˋ
㨨 ㄔㄡ
㨩 ㄐㄧㄝˊ
㨪 ㄏㄨㄤˋ
㨫 ㄌㄢˇ
㨬 ㄩㄢˊ
㨭 ㄏㄨˋ
㨮 ㄉㄡ
㨯 ㄎㄨㄛˋ
㨰 ㄍㄨㄣˋ
㨱 ㄧㄠˊ
㨲 ㄘㄜˋ
㨳 ㄍㄨㄟˇ
㨴 ㄐㄧㄢˋ
㨵 ㄑㄧㄢ
㨶 ㄉㄠˇ
㨷 ㄐㄧㄢ
㨸 ㄇㄚˋ
㨹 ㄒㄩㄝˇ
㨺 ㄇㄧㄢˇ
㨻 ㄘㄢˊ
㨼 ㄌㄩㄝˋ
㨽 ㄆㄧˋ
㨾 ㄧㄤˋ
㨿 ㄐㄩˋ
㩀 ㄐㄩˋ
㩁 ㄏㄨㄛ
㩃 ㄑㄧㄢ
㩄 ㄕㄞ
㩅 ㄔㄡ
㩆 ㄘㄨˋ
㩇 ㄏㄨㄚˊ
㩈 ㄩㄣˇ
㩉 ㄉㄚˊ
㩊 ㄒㄩㄢ
㩋 ㄙㄨˋ
㩌 ㄈㄟˋ
㩍 ㄘㄜˋ
㩎 ㄧㄝˋ
㩏 ㄏㄟ
㩐 ㄉㄣˋ
㩒 ㄑㄧㄣˊ
㩓 ㄏㄨㄟˇ
㩔 ㄉㄧㄢˋ
㩕 ㄌㄧㄥ
㩖 ㄑㄧㄤˊ
㩗 ㄒㄧ
㩘 ㄧˇ
㩙 ㄙㄞ
㩚 ㄇㄥˊ
㩛 ㄓㄨㄢˋ
㩜 ㄌㄢˇ
㩝 ㄏㄠˊ
㩞 ㄘㄜˋ
㩟 ㄓㄞˋ
㩠 ㄠˊ
㩡 ㄌㄨㄛˇ
㩢 ㄇㄧㄝˋ
㩣 ㄏㄨㄟ
㩤 ㄈㄨ
㩥 ㄒㄧㄢ
㩦 ㄒㄧ
㩧 ㄅㄛˊ
㩨 ㄏㄨㄟˋ
㩩 ㄑㄧㄥˇ
㩪 ㄐㄧㄝˊ
㩫 ㄓˊ
㩬 ㄒㄧ
㩭 ㄍㄠˇ
㩮 ㄑㄧㄢ
㩯 ㄆㄛˊ
㩰 ㄐㄧㄠˇ
㩱 ㄐㄩㄝˊ
㩲 ㄑㄩㄢˊ
㩳 ㄙㄨㄥˇ
㩴 ㄑㄩˊ
㩵 ㄜˋ
㩶 ㄋㄧㄢˇ
㩷 ㄑㄧㄢ
㩸 ㄉㄧㄝˊ
㩹 ㄉㄧㄝˊ
㩺 ㄆㄧ
㩻 ㄍㄨㄟˇ
㩼 ㄓ
㩽 ㄑㄧˊ
㩾 ㄓㄨㄟ
㩿 ㄎㄨ
㪀 ㄩˊ
㪁 ㄎㄢ
㪂 ㄎㄨ
㪃 ㄏㄜˊ
㪄 ㄈㄨˊ
㪅 ㄍㄥ
㪆 ㄉㄧˇ
㪇 ㄒㄧㄢˋ
㪈 ㄍㄨㄟˋ
㪉 ㄍㄜˊ
㪊 ㄑㄩㄣˊ
㪋 ㄏㄢˋ
㪌 ㄙㄨㄥˇ
㪍 ㄅㄛˊ
㪎 ㄕㄢˇ
㪏 ㄅㄧˇ
㪐 ㄌㄨˋ
㪑 ㄧㄝˋ
㪒 ㄋㄧˊ
㪓 ㄔㄞˊ
㪔 ㄙㄢ
㪕 ㄉㄧㄠˋ
㪖 ㄌㄨˋ
㪗 ㄊㄡˇ
㪙 ㄎㄜˇ
㪚 ㄙㄢˇ
㪛 ㄓㄣˇ
㪜 ㄉㄨㄛˇ
㪝 ㄌㄧㄢˋ
㪞 ㄇㄠˋ
㪟 ㄉㄨㄟ
㪠 ㄑㄧㄢ
㪡 ㄎㄜˋ
㪢 ㄕㄠ
㪣 ㄑㄧㄠ
㪤 ㄅㄧˋ
㪥 ㄓㄚ
㪦 ㄧㄣˋ
㪧 ㄒㄧ
㪨 ㄕㄢˋ
㪩 ㄙㄨˋ
㪪 ㄙㄚˋ
㪫 ㄖㄨㄟˋ
㪬 ㄓㄨㄛˊ
㪭 ㄌㄨˊ
㪮 ㄌㄧㄥˊ
㪯 ㄐㄩˇ
㪰 ㄓㄞ
㪱 ㄏㄨㄢˋ
㪴 ㄐㄧㄚˊ
㪵 ㄅㄢˋ
㪶 ㄏㄨˊ
㪷 ㄉㄡˇ
㪸 ㄓㄣ
㪹 ㄌㄡˇ
㪺 ㄐㄩ
㪻 ㄐㄩㄢˋ
㪼 ㄎㄜˇ
㪽 ㄙㄨㄛˇ
㪾 ㄍㄜˊ
㪿 ㄓㄜ
㫀 ㄉㄧㄥˇ
㫁 ㄉㄨㄢˋ
㫂 ㄓㄨˋ
㫃 ㄧㄢˇ
㫄 ㄅㄤˋ
㫅 ㄑㄧˊ
㫉 ㄋㄧˇ
㫊 ㄜˇ
㫋 ㄓㄢ
㫍 ㄧㄡˊ
㫎 ㄏㄨㄟ
㫏 ㄧㄠˇ
㫐 ㄧㄠˇ
㫑 ㄓˇ
㫒 ㄍㄨㄥ
㫓 ㄑㄧˋ
㫔 ㄇㄧㄣˊ
㫕 ㄍㄨㄤ
㫖 ㄓˇ
㫗 ㄏㄡˋ
㫘 ㄇㄧˋ
㫙 ㄈㄨˊ
㫚 ㄏㄨ
㫛 ㄍㄨㄤˋ
㫜 ㄉㄢˋ
㫝 ㄉㄧ
㫞 ㄊㄠ
㫟 ㄧㄢˊ
㫠 ㄅㄢˋ
㫡 ㄉㄨㄥ
㫢 ㄑㄩˋ
㫤 ㄔㄤˇ
㫥 ㄓㄢ
㫦 ㄊㄠ
㫧 ㄅㄠˋ
㫨 ㄢ
㫩 ㄔㄨㄣ
㫪 ㄔㄨㄥ
㫫 ㄒㄧㄢˇ
㫬 ㄒㄩㄣˊ
㫮 ㄗˋ
㫯 ㄇㄥˊ
㫰 ㄌㄤˇ
㫱 ㄋㄢˇ
㫲 ㄅㄛˊ
㫳 ㄔㄣˊ
㫴 ㄒㄧㄠ
㫵 ㄈㄟˊ
㫶 ㄓㄡˇ
㫷 ㄐㄧ
㫸 ㄐㄧㄝ
㫹 ㄕㄨˋ
㫺 ㄘㄨㄛˋ
㫻 ㄎㄨㄣˋ
㫼 ㄓㄜˊ
㫽 ㄌㄨˋ
㬁 ㄔㄚ
㬂 ㄩˊ
㬃 ㄊㄞˊ
㬄 ㄋㄢˇ
㬅 ㄇㄢˋ
㬆 ㄇㄧㄣˇ
㬇 ㄏㄨㄢˋ
㬈 ㄨㄣ
㬉 ㄋㄨㄢˇ
㬊 ㄏㄨㄢˇ
㬋 ㄏㄡˊ
㬌 ㄐㄧㄥˇ
㬍 ㄆㄨˋ
㬎 ㄒㄧㄢˇ
㬏 ㄌㄧˋ
㬐 ㄐㄧㄣˋ
㬑 ㄏㄨㄛˋ
㬒 ㄇㄤˇ
㬓 ㄆㄧㄠˋ
㬔 ㄏㄠˊ
㬕 ㄧㄤˊ
㬗 ㄋㄧㄢˋ
㬘 ㄙㄨˋ
㬙 ㄨㄟˇ
㬚 ㄔㄜˋ
㬛 ㄒㄧ
㬜 ㄐㄧㄣˋ
㬝 ㄙㄨㄥ
㬞 ㄏㄜˋ
㬟 ㄈㄣ
㬠 ㄕㄞˋ
㬡 ㄌㄧㄥ
㬢 ㄒㄧ
㬣 ㄉㄨㄟˋ
㬤 ㄑㄧ
㬥 ㄅㄠˋ
㬦 ㄩㄝˋ
㬧 ㄅㄠˋ
㬩 ㄏㄨㄟˋ
㬪 ㄉㄧㄝˊ
㬫 ㄧㄢˋ
㬬 ㄐㄩˋ
㬭 ㄐㄧㄠˋ
㬮 ㄋㄢˋ
㬯 ㄌㄧㄝˋ
㬰 ㄩㄥˇ
㬱 ㄊㄧˋ
㬲 ㄊㄧㄢ
㬳 ㄨˇ
㬴 ㄏㄨㄥˇ
㬵 ㄐㄧㄠ
㬶 ㄏㄠˋ
㬷 ㄐㄩㄣˋ
㬸 ㄊㄧㄠ
㬹 ㄓㄥ
㬺 ㄊㄥˊ
㬻 ㄏㄤ
㬼 ㄈㄨˋ
㬿 ㄊㄨㄣ
㭁 ㄖㄥˊ
㭂 ㄐㄧㄠˇ
㭃 ㄍㄤ
㭄 ㄒㄧㄣˋ
㭇 ㄩㄢˋ
㭈 ㄐㄩㄝˊ
㭉 ㄏㄨㄚˊ
㭊 ㄒㄧ
㭋 ㄅㄤˋ
㭌 ㄇㄡˊ
㭍 ㄑㄧ
㭎 ㄍㄤ
㭏 ㄏㄨㄟ
㭑 ㄓㄨ
㭒 ㄙˋ
㭓 ㄅㄧㄢˋ
㭔 ㄌㄨˊ
㭕 ㄑㄩ
㭘 ㄏㄜˊ
㭙 ㄓㄜˊ
㭚 ㄌㄩˇ
㭛 ㄅㄚˋ
㭜 ㄖㄨㄥˊ
㭝 ㄑㄧㄡˊ
㭞 ㄌㄧㄝˋ
㭟 ㄍㄨㄥ
㭠 ㄒㄧㄢˇ
㭡 ㄒㄧˋ
㭢 ㄒㄧㄥ
㭤 ㄇㄨˋ
㭦 ㄔㄚ
㭨 ㄧㄝˊ
㭩 ㄌㄜˋ
㭪 ㄈㄨ
㭫 ㄘㄨㄛˊ
㭬 ㄓㄨ
㭭 ㄅㄚ
㭮 ㄗㄢˇ
㭯 ㄓㄜˊ
㭰 ㄗㄨㄟ
㭱 ㄒㄧㄚˊ
㭲 ㄐㄧˊ
㭴 ㄐㄧㄢ
㭶 ㄍㄨㄞˋ
㭸 ㄊㄨˊ
㭹 ㄒㄧㄢˊ
㭺 ㄢ
㭻 ㄊㄤˊ
㭼 ㄊㄚˋ
㭽 ㄉㄧˇ
㭾 ㄐㄩㄝˊ
㭿 ㄤˊ
㮀 ㄏㄢˊ
㮁 ㄒㄧㄠˊ
㮂 ㄐㄩ
㮃 ㄨㄟ
㮄 ㄅㄤˇ
㮅 ㄓㄨㄟ
㮆 ㄜˋ
㮇 ㄊㄧㄢˋ
㮈 ㄋㄞˋ
㮋 ㄩˋ
㮌 ㄇㄧㄢˊ
㮍 ㄓㄢˋ
㮎 ㄅㄟ
㮏 ㄋㄚˋ
㮐 ㄒㄧㄥˇ
㮑 ㄑㄧˋ
㮒 ㄖㄢˇ
㮓 ㄍㄥˋ
㮔 ㄔㄨㄥˋ
㮕 ㄖㄨㄢˇ
㮖 ㄐㄧㄚˊ
㮗 ㄑㄧㄣˊ
㮘 ㄇㄠˊ
㮙 ㄜˋ
㮚 ㄌㄧˋ
㮛 ㄔˊ
㮜 ㄗㄤ
㮝 ㄏㄜˊ
㮞 ㄐㄧㄝˊ
㮟 ㄋㄧㄢˇ
㮡 ㄍㄨㄢˋ
㮢 ㄏㄡˊ
㮣 ㄍㄞˋ
㮤 ㄙㄨㄥ
㮥 ㄅㄣˋ
㮦 ㄙㄨㄛˇ
㮧 ㄨ
㮨 ㄐㄧˋ
㮩 ㄒㄧˊ
㮪 ㄑㄩㄥˊ
㮫 ㄏㄜˊ
㮬 ㄨㄥ
㮭 ㄏㄢˊ
㮮 ㄐㄩˊ
㮯 ㄏㄨㄚˊ
㮰 ㄅㄧㄝˊ
㮱 ㄕㄥ
㮲 ㄔㄡ
㮳 ㄓㄣˋ
㮴 ㄙㄠ
㮵 ㄓㄢ
㮶 ㄕㄨㄛˋ
㮷 ㄐㄧ
㮸 ㄙㄨㄥˋ
㮹 ㄓˋ
㮺 ㄅㄣˇ
㮻 ㄙㄠ
㮼 ㄕㄢˋ
㮾 ㄌㄤˇ
㮿 ㄅㄧˋ
㯀 ㄒㄩㄢˋ
㯁 ㄆㄟˊ
㯂 ㄉㄞˋ
㯃 ㄑㄧ
㯄 ㄓ
㯅 ㄅㄧ
㯆 ㄕㄢˋ
㯇 ㄅㄧˋ
㯈 ㄙㄨˋ
㯉 ㄏㄨㄚˋ
㯊 ㄏㄣˊ
㯋 ㄐㄩㄥˇ
㯌 ㄔㄨㄢˊ
㯍 ㄐㄧㄤˇ
㯎 ㄋㄣˋ
㯏 ㄍㄨˇ
㯐 ㄊㄨㄛˇ
㯓 ㄊㄚˋ
㯔 ㄘㄨㄟˋ
㯕 ㄒㄧ
㯖 ㄓㄜˊ
㯗 ㄒㄧㄢˊ
㯘 ㄎㄨㄢˇ
㯙 ㄓㄜˊ
㯚 ㄊㄚ
㯛 ㄏㄨˊ
㯜 ㄘㄨㄟˋ
㯝 ㄌㄨˋ
